n_processo;data_autuacao;assunto;coord_atual;status;data_extracao
1020.2022/0012311-5;12/07/2022 10:35:24;Alvará de Execução de Reforma (Exceto HIS/ HMP);SERVIN;em análise;2024.03.04
1020.2022/0011856-1;04/07/2022 15:41:07;Alvará de Aprovação de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0012235-6;12/07/2022 10:09:25;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0014675-1;12/08/2022 09:48:50;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012747-1;16/07/2022 09:15:22;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0024143-6;24/12/2022 15:15:24;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012264-0;12/07/2022 10:20:47;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2022/0014081-8;06/08/2022 10:38:03;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);COMIN;em análise;2024.03.04
1020.2022/0021144-8;04/11/2022 07:18:27;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012054-0;07/07/2022 07:07:54;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0012480-4;13/07/2022 10:00:28;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012686-6;15/07/2022 10:33:31;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012826-5;19/07/2022 10:23:50;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0011853-7;04/07/2022 12:04:05;Desmembramento para Secção em ZEIS;PARHIS;deferido;2024.03.04
1020.2022/0012693-9;15/07/2022 10:42:41;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0012007-8;06/07/2022 11:46:06;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0014201-2;09/08/2022 09:29:59;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;desistido;2024.03.04
1020.2023/0026711-9;15/12/2023 14:44:49;Alvará de Funcionamento de Local de Reunião;CONTRU;em análise;2024.03.04
1020.2022/0012570-3;14/07/2022 09:50:38;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0012261-5;12/07/2022 10:20:13;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0012058-2;07/07/2022 07:08:38;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0012760-9;16/07/2022 09:25:32;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0019724-0;13/10/2022 09:14:26;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0012126-0;09/07/2022 11:06:59;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012265-8;12/07/2022 10:21:07;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0011846-4;04/07/2022 09:20:51;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0011842-1;03/07/2022 17:07:17;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2022/0012465-0;13/07/2022 09:50:47;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;COMIN;desistido;2024.03.04
1020.2022/0012104-0;08/07/2022 08:47:01;Alvará para Desmembramento/ Remembramento/ Reparcelamento;PARHIS;indeferido;2024.03.04
1020.2022/0012464-2;13/07/2022 09:50:31;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2022/0011847-2;04/07/2022 09:22:45;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012824-9;19/07/2022 10:23:28;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012106-6;08/07/2022 08:47:27;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0014676-0;12/08/2022 09:49:08;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013086-3;22/07/2022 14:47:16;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0011850-2;04/07/2022 10:49:25;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2022/0012060-4;07/07/2022 07:09:11;Apostilamento;RESID;deferido;2024.03.04
1020.2022/0012284-4;12/07/2022 10:26:17;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);COMIN;deferido;2024.03.04
1020.2022/0012267-4;12/07/2022 10:21:39;Alvará para Desmembramento/ Remembramento/ Reparcelamento;CAEPP;deferido;2024.03.04
1020.2022/0017213-2;13/09/2022 12:53:05;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012105-8;08/07/2022 08:47:11;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0014704-9;12/08/2022 11:18:51;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012011-6;06/07/2022 12:33:21;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012061-2;07/07/2022 07:09:26;Apostilamento;RESID;em análise;2024.03.04
1020.2022/0012240-2;12/07/2022 10:10:45;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0012241-0;12/07/2022 10:11:06;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0014705-7;12/08/2022 11:20:33;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012575-4;14/07/2022 10:00:48;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0014677-8;12/08/2022 09:49:19;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013176-2;23/07/2022 06:19:52;Cadastro de Sistema Especial de Segurança;CONTRU;deferido;2024.03.04
1020.2022/0013279-3;26/07/2022 09:13:40;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013426-5;28/07/2022 09:50:34;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0014463-5;11/08/2022 09:40:21;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0014462-7;11/08/2022 09:40:10;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0014210-1;09/08/2022 09:37:09;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012231-3;12/07/2022 10:07:44;Certificado de Estanqueidade;CONTRU;deferido;2024.03.04
1020.2022/0011857-0;04/07/2022 16:10:11;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2022/0012988-1;21/07/2022 07:16:21;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);COMIN;em análise;2024.03.04
1020.2022/0012004-3;06/07/2022 10:43:54;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2022/0012469-3;13/07/2022 09:51:19;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);SERVIN;deferido;2024.03.04
1020.2022/0012287-9;12/07/2022 10:27:20;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013013-8;21/07/2022 07:28:40;Certificado de Conclusão;SERVIN;em análise;2024.03.04
1020.2022/0011858-8;04/07/2022 17:15:31;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2022/0011859-6;04/07/2022 17:16:09;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2022/0014364-7;10/08/2022 09:29:50;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012573-8;14/07/2022 10:00:23;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);COMIN;deferido;2024.03.04
1020.2022/0012321-2;12/07/2022 10:37:59;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2022/0014678-6;12/08/2022 09:49:39;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012307-7;12/07/2022 10:34:40;Alvará de Autorização de Avanço do Tapume Sobre Parte do Passeio Público;CAEPP;em análise;2024.03.04
1020.2022/0013424-9;28/07/2022 09:46:39;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0014208-0;09/08/2022 09:36:32;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012497-9;13/07/2022 10:05:33;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);COMIN;indeferido;2024.03.04
1020.2022/0014207-1;09/08/2022 09:36:18;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012574-6;14/07/2022 10:00:34;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0012468-5;13/07/2022 09:51:11;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0012572-0;14/07/2022 09:59:54;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0020028-4;18/10/2022 10:34:09;Certificado de Segurança;CONTRU;deferido;2024.03.04
1020.2022/0014206-3;09/08/2022 09:36:04;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012109-0;08/07/2022 08:48:17;Apostilamento;RESID;deferido;2024.03.04
1020.2022/0011922-3;05/07/2022 11:53:04;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0012825-7;19/07/2022 10:23:39;Alvará de Execução de Reforma (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0012495-2;13/07/2022 10:05:03;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2022/0012823-0;19/07/2022 10:22:59;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2022/0014363-9;10/08/2022 09:21:44;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012380-8;12/07/2022 15:24:41;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0011923-1;05/07/2022 11:59:08;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2022/0012346-8;12/07/2022 10:46:40;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2023/0002898-0;22/02/2023 10:48:34;Alvará de Funcionamento de Local de Reunião;CONTRU;em análise;2024.03.04
1020.2022/0012317-4;12/07/2022 10:36:43;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2022/0012108-2;08/07/2022 08:48:00;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2022/0012118-0;08/07/2022 14:28:36;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012128-7;09/07/2022 11:07:26;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2022/0012107-4;08/07/2022 08:47:48;Apostilamento;RESID;deferido;2024.03.04
1020.2022/0013470-2;28/07/2022 11:04:00;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013085-5;22/07/2022 14:47:03;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);CAEPP;em análise;2024.03.04
1020.2022/0011925-8;05/07/2022 15:30:20;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0011926-6;05/07/2022 15:51:34;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0011924-0;05/07/2022 15:20:13;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2022/0012274-7;12/07/2022 10:23:29;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0012325-5;12/07/2022 10:39:53;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0012111-2;08/07/2022 08:48:44;Alvará de Autorização de Implantação e/ou Utilização de Estande de Vendas;[];deferido;2024.03.04
1020.2022/0011927-4;05/07/2022 16:55:59;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0013468-0;28/07/2022 11:02:41;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013090-1;22/07/2022 14:48:43;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);SERVIN;em análise;2024.03.04
1020.2022/0012492-8;13/07/2022 10:04:26;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013466-4;28/07/2022 11:01:52;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012013-2;06/07/2022 12:52:32;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012309-3;12/07/2022 10:35:06;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0016932-8;12/09/2022 15:54:53;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0012319-0;12/07/2022 10:37:16;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0012005-1;06/07/2022 10:46:07;Alvará de Execução de Edificação Nova (HIS/ HMP);PARHIS;deferido;2024.03.04
1020.2022/0013462-1;28/07/2022 11:00:16;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013525-3;29/07/2022 08:33:14;Alvará de Aprovação de Reforma (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0015371-5;22/08/2022 10:53:26;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012356-5;12/07/2022 10:49:10;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013461-3;28/07/2022 10:59:38;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012271-2;12/07/2022 10:22:54;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0013736-1;02/08/2022 09:28:38;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0021131-6;04/11/2022 06:49:32;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012491-0;13/07/2022 10:04:05;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0012907-5;20/07/2022 08:04:23;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);RESID;em análise;2024.03.04
1020.2022/0024150-9;24/12/2022 15:27:24;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012323-9;12/07/2022 10:39:03;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;deferido;2024.03.04
1020.2022/0012018-3;06/07/2022 14:55:44;Alvará de Desmembramento + Alvará de Aprovação e Execução de Edificação Nova (Plano integrado);PARHIS;em análise;2024.03.04
1020.2022/0012315-8;12/07/2022 10:36:11;Pedido de Isenção de Taxa;CONTRU;em análise;2024.03.04
1020.2022/0013453-2;28/07/2022 10:56:17;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012367-0;12/07/2022 10:52:58;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;CONTRU;deferido;2024.03.04
1020.2022/0013458-3;28/07/2022 10:57:36;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0012021-3;06/07/2022 15:30:41;Projeto Modificativo de Alvará de Aprovação e Execução de Edificação Nova (HIS / HMP);PARHIS;deferido;2024.03.04
1020.2022/0014975-0;16/08/2022 11:54:38;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0012477-4;13/07/2022 09:59:45;Pedido de Isenção de Taxa;CONTRU;deferido;2024.03.04
1020.2022/0015380-4;22/08/2022 11:10:24;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0014362-0;10/08/2022 09:21:37;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);RESID;deferido;2024.03.04
1020.2022/0012486-3;13/07/2022 10:02:18;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0013621-7;30/07/2022 10:19:40;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0012006-0;06/07/2022 11:32:46;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];deferido;2024.03.04
1020.2022/0012010-8;06/07/2022 11:57:55;Alvará de Aprovação e Execução de Reforma (HIS/ HMP);PARHIS;desistido;2024.03.04
1020.2022/0012008-6;06/07/2022 11:49:36;Apostilamento;PARHIS;deferido;2024.03.04
1020.2022/0012362-0;12/07/2022 10:51:26;Certificado de Acessibilidade;CONTRU;em análise;2024.03.04
1020.2022/0012496-0;13/07/2022 10:05:19;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);RESID;deferido;2024.03.04
1020.2022/0012283-6;12/07/2022 10:25:37;Certificado de Estanqueidade;CONTRU;deferido;2024.03.04
1020.2022/0012368-9;12/07/2022 10:53:29;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);CAEPP;em análise;2024.03.04
1020.2022/0012017-5;06/07/2022 14:44:46;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012009-4;06/07/2022 11:57:34;Alvará de Aprovação e Execução de Edificação Nova - Processo Declaratório;[];indeferido e encerrado;2024.03.04
1020.2022/0013460-5;28/07/2022 10:58:17;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013362-5;27/07/2022 10:10:27;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0014358-2;10/08/2022 07:56:39;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0012490-1;13/07/2022 10:03:40;Apostilamento;COMIN;deferido;2024.03.04
1020.2022/0012012-4;06/07/2022 12:35:12;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);PARHIS;em análise;2024.03.04
1020.2022/0012474-0;13/07/2022 09:59:05;Alvará para Desmembramento/ Remembramento/ Reparcelamento;RESID;deferido;2024.03.04
1020.2022/0013459-1;28/07/2022 10:57:49;Alvará de implantação de Estação Rádio-Base;[];deferido;2024.03.04
1020.2022/0013005-7;21/07/2022 07:20:38;Alvará para Desmembramento/ Remembramento/ Reparcelamento;PARHIS;indeferido;2024.03.04
